"","date","category","content"
"5184",2018-01-03 20:00:00,"A","Error"
"5185",2018-01-03 20:20:00,"B","No clue"
"5186",2018-01-03 20:40:00,"B","Error"
"5187",2018-01-03 21:00:00,"C","No clue"
"5188",2018-01-03 21:20:00,"C","Check with author"
"5189",2018-01-03 21:40:00,"A","Error"
"5190",2018-01-03 22:00:00,"B","No clue"
"5191",2018-01-03 22:20:00,"C","No clue"
"5192",2018-01-03 22:40:00,"A","Debug"
"5193",2018-01-03 23:00:00,"A","Debug"
"5194",2018-01-03 23:20:00,"A","Error"
"5195",2018-01-03 23:40:00,"B","Check with author"
"5196",2018-01-04 00:00:00,"C","Attach"
"5197",2018-01-04 00:20:00,"A","Check with author"
"5198",2018-01-04 00:40:00,"A","Debug"
"5199",2018-01-04 01:00:00,"B","Attach"
"5200",2018-01-04 01:20:00,"C","Check with author"
"5201",2018-01-04 01:40:00,"C","Attach"
"5202",2018-01-04 02:00:00,"C","Limit"
"5203",2018-01-04 02:20:00,"C","Error"
"5204",2018-01-04 02:40:00,"C","Error"
"5205",2018-01-04 03:00:00,"C","Limit"
"5206",2018-01-04 03:20:00,"C","Debug"
"5207",2018-01-04 03:40:00,"B","Attach"
"5208",2018-01-04 04:00:00,"B","Limit"
"5209",2018-01-04 04:20:00,"C","Check with author"
"5210",2018-01-04 04:40:00,"A","No clue"
"5211",2018-01-04 05:00:00,"A","Limit"
"5212",2018-01-04 05:20:00,"A","Warn"
"5213",2018-01-04 05:40:00,"A","Attach"
"5214",2018-01-04 06:00:00,"C","Limit"
"5215",2018-01-04 06:20:00,"B","Check with author"
"5216",2018-01-04 06:40:00,"B","Debug"
"5217",2018-01-04 07:00:00,"B","No clue"
"5218",2018-01-04 07:20:00,"C","No clue"
"5219",2018-01-04 07:40:00,"B","No clue"
"5220",2018-01-04 08:00:00,"A","No clue"
"5221",2018-01-04 08:20:00,"A","Limit"
"5222",2018-01-04 08:40:00,"A","Debug"
"5223",2018-01-04 09:00:00,"C","Debug"
"5224",2018-01-04 09:20:00,"A","Warn"
"5225",2018-01-04 09:40:00,"A","Limit"
"5226",2018-01-04 10:00:00,"A","Check with author"
"5227",2018-01-04 10:20:00,"C","Warn"
"5228",2018-01-04 10:40:00,"A","Warn"
"5229",2018-01-04 11:00:00,"B","Limit"
"5230",2018-01-04 11:20:00,"C","Debug"
"5231",2018-01-04 11:40:00,"B","Debug"
"5232",2018-01-04 12:00:00,"C","Check with author"
"5233",2018-01-04 12:20:00,"A","Debug"
"5234",2018-01-04 12:40:00,"C","No clue"
"5235",2018-01-04 13:00:00,"A","Debug"
"5236",2018-01-04 13:20:00,"C","Error"
"5237",2018-01-04 13:40:00,"B","No clue"
"5238",2018-01-04 14:00:00,"A","No clue"
"5239",2018-01-04 14:20:00,"A","Limit"
"5240",2018-01-04 14:40:00,"C","Check with author"
"5241",2018-01-04 15:00:00,"A","Error"
"5242",2018-01-04 15:20:00,"A","Attach"
"5243",2018-01-04 15:40:00,"B","Error"
"5244",2018-01-04 16:00:00,"C","Limit"
"5245",2018-01-04 16:20:00,"B","Check with author"
"5246",2018-01-04 16:40:00,"B","Warn"
"5247",2018-01-04 17:00:00,"B","No clue"
"5248",2018-01-04 17:20:00,"C","Attach"
"5249",2018-01-04 17:40:00,"A","Error"
"5250",2018-01-04 18:00:00,"B","Debug"
"5251",2018-01-04 18:20:00,"C","Debug"
"5252",2018-01-04 18:40:00,"A","Check with author"
"5253",2018-01-04 19:00:00,"A","Error"
"5254",2018-01-04 19:20:00,"C","Debug"
"5255",2018-01-04 19:40:00,"A","Debug"
"5256",2018-01-04 20:00:00,"C","Limit"
"5257",2018-01-04 20:20:00,"B","No clue"
"5258",2018-01-04 20:40:00,"C","No clue"
"5259",2018-01-04 21:00:00,"C","Debug"
"5260",2018-01-04 21:20:00,"B","Attach"
"5261",2018-01-04 21:40:00,"B","No clue"
"5262",2018-01-04 22:00:00,"A","Debug"
"5263",2018-01-04 22:20:00,"A","No clue"
"5264",2018-01-04 22:40:00,"B","Error"
"5265",2018-01-04 23:00:00,"C","Debug"
"5266",2018-01-04 23:20:00,"A","Debug"
"5267",2018-01-04 23:40:00,"A","Error"
"5268",2018-01-05 00:00:00,"B","Error"
"5269",2018-01-05 00:20:00,"A","Error"
"5270",2018-01-05 00:40:00,"A","Limit"
"5271",2018-01-05 01:00:00,"A","Error"
"5272",2018-01-05 01:20:00,"A","Limit"
"5273",2018-01-05 01:40:00,"B","Check with author"
"5274",2018-01-05 02:00:00,"C","Check with author"
"5275",2018-01-05 02:20:00,"A","Warn"
"5276",2018-01-05 02:40:00,"B","Check with author"
"5277",2018-01-05 03:00:00,"A","Debug"
"5278",2018-01-05 03:20:00,"A","Attach"
"5279",2018-01-05 03:40:00,"A","Attach"
"5280",2018-01-05 04:00:00,"C","Warn"
"5281",2018-01-05 04:20:00,"B","No clue"
"5282",2018-01-05 04:40:00,"A","No clue"
"5283",2018-01-05 05:00:00,"B","Debug"
"5284",2018-01-05 05:20:00,"A","Limit"
"5285",2018-01-05 05:40:00,"C","Debug"
"5286",2018-01-05 06:00:00,"A","Check with author"
"5287",2018-01-05 06:20:00,"A","No clue"
"5288",2018-01-05 06:40:00,"B","No clue"
"5289",2018-01-05 07:00:00,"C","Limit"
"5290",2018-01-05 07:20:00,"C","No clue"
"5291",2018-01-05 07:40:00,"A","Warn"
"5292",2018-01-05 08:00:00,"A","Warn"
"5293",2018-01-05 08:20:00,"A","Attach"
"5294",2018-01-05 08:40:00,"B","Warn"
"5295",2018-01-05 09:00:00,"A","Error"
"5296",2018-01-05 09:20:00,"C","Check with author"
"5297",2018-01-05 09:40:00,"B","Attach"
"5298",2018-01-05 10:00:00,"A","Debug"
"5299",2018-01-05 10:20:00,"C","Error"
"5300",2018-01-05 10:40:00,"A","Check with author"
"5301",2018-01-05 11:00:00,"B","Warn"
"5302",2018-01-05 11:20:00,"B","Debug"
"5303",2018-01-05 11:40:00,"A","Error"
"5304",2018-01-05 12:00:00,"C","No clue"
"5305",2018-01-05 12:20:00,"B","Debug"
"5306",2018-01-05 12:40:00,"A","Attach"
"5307",2018-01-05 13:00:00,"A","Error"
"5308",2018-01-05 13:20:00,"B","No clue"
"5309",2018-01-05 13:40:00,"B","Warn"
"5310",2018-01-05 14:00:00,"B","Warn"
"5311",2018-01-01 12:00:00,"A","Limit"
"5312",2018-01-01 12:20:00,"C","Warn"
"5313",2018-01-01 12:40:00,"A","Warn"
"5314",2018-01-01 13:00:00,"C","Check with author"
"5315",2018-01-01 13:20:00,"A","Limit"
"5316",2018-01-01 13:40:00,"A","Attach"
"5317",2018-01-01 14:00:00,"B","Error"
"5318",2018-01-01 14:20:00,"C","Debug"
"5319",2018-01-01 14:40:00,"C","Check with author"
"5320",2018-01-01 15:00:00,"B","Debug"
"5321",2018-01-01 15:20:00,"C","Warn"
"5322",2018-01-01 15:40:00,"C","No clue"
"5323",2018-01-01 16:00:00,"C","Attach"
"5324",2018-01-01 16:20:00,"B","No clue"
"5325",2018-01-01 16:40:00,"C","Attach"
"5326",2018-01-01 17:00:00,"A","Limit"
"5327",2018-01-01 17:20:00,"C","Warn"
"5328",2018-01-01 17:40:00,"C","Attach"
"5329",2018-01-01 18:00:00,"A","Warn"
"5330",2018-01-01 18:20:00,"B","No clue"
"5331",2018-01-01 18:40:00,"A","No clue"
"5332",2018-01-01 19:00:00,"B","Debug"
"5333",2018-01-01 19:20:00,"A","Check with author"
"5334",2018-01-01 19:40:00,"B","Limit"
"5335",2018-01-01 20:00:00,"B","Attach"
"5336",2018-01-01 20:20:00,"C","Debug"
"5337",2018-01-01 20:40:00,"B","Error"
"5338",2018-01-01 21:00:00,"B","Warn"
"5339",2018-01-01 21:20:00,"A","Debug"
"5340",2018-01-01 21:40:00,"C","Limit"
"5341",2018-01-01 22:00:00,"A","Error"
"5342",2018-01-01 22:20:00,"B","Attach"
"5343",2018-01-01 22:40:00,"C","Warn"
"5344",2018-01-01 23:00:00,"B","Debug"
"5345",2018-01-01 23:20:00,"B","Error"
"5346",2018-01-01 23:40:00,"C","Debug"
"5347",2018-01-02 00:00:00,"C","Check with author"
"5348",2018-01-02 00:20:00,"C","No clue"
"5349",2018-01-02 00:40:00,"A","Limit"
"5350",2018-01-02 01:00:00,"A","Debug"
"5351",2018-01-02 01:20:00,"A","Check with author"
"5352",2018-01-02 01:40:00,"B","Error"
"5353",2018-01-02 02:00:00,"C","Limit"
"5354",2018-01-02 02:20:00,"A","Limit"
"5355",2018-01-02 02:40:00,"C","Warn"
"5356",2018-01-02 03:00:00,"A","Limit"
"5357",2018-01-02 03:20:00,"A","Limit"
"5358",2018-01-02 03:40:00,"B","Error"
"5359",2018-01-02 04:00:00,"A","Check with author"
"5360",2018-01-02 04:20:00,"C","Limit"
"5361",2018-01-02 04:40:00,"C","Warn"
"5362",2018-01-02 05:00:00,"B","Limit"
"5363",2018-01-02 05:20:00,"B","Limit"
"5364",2018-01-02 05:40:00,"C","Attach"
"5365",2018-01-02 06:00:00,"A","Check with author"
"5366",2018-01-02 06:20:00,"B","Error"
"5367",2018-01-02 06:40:00,"B","No clue"
"5368",2018-01-02 07:00:00,"C","Attach"
"5369",2018-01-02 07:20:00,"A","Attach"
"5370",2018-01-02 07:40:00,"B","No clue"
"5371",2018-01-02 08:00:00,"B","Check with author"
"5372",2018-01-02 08:20:00,"A","Check with author"
"5373",2018-01-02 08:40:00,"B","No clue"
"5374",2018-01-02 09:00:00,"A","Error"
"5375",2018-01-02 09:20:00,"C","Error"
"5376",2018-01-02 09:40:00,"A","Check with author"
"5377",2018-01-02 10:00:00,"C","No clue"
"5378",2018-01-02 10:20:00,"B","Check with author"
"5379",2018-01-02 10:40:00,"C","Debug"
"5380",2018-01-02 11:00:00,"B","Check with author"
"5381",2018-01-02 11:20:00,"B","Debug"
"5382",2018-01-02 11:40:00,"B","Debug"
"5383",2018-01-02 12:00:00,"A","Check with author"
"5384",2018-01-02 12:20:00,"C","Debug"
"5385",2018-01-02 12:40:00,"C","Attach"
"5386",2018-01-02 13:00:00,"B","Error"
"5387",2018-01-02 13:20:00,"C","Error"
"5388",2018-01-02 13:40:00,"B","Warn"
"5389",2018-01-02 14:00:00,"A","No clue"
"5390",2018-01-02 14:20:00,"A","Debug"
"5391",2018-01-02 14:40:00,"C","Warn"
"5392",2018-01-02 15:00:00,"B","No clue"
"5393",2018-01-02 15:20:00,"C","Error"
"5394",2018-01-02 15:40:00,"B","Warn"
"5395",2018-01-02 16:00:00,"B","Check with author"
"5396",2018-01-02 16:20:00,"A","Attach"
"5397",2018-01-02 16:40:00,"A","Limit"
"5398",2018-01-02 17:00:00,"C","No clue"
"5399",2018-01-02 17:20:00,"A","Limit"
"5400",2018-01-02 17:40:00,"C","Check with author"
"5401",2018-01-02 18:00:00,"A","Error"
"5402",2018-01-02 18:20:00,"A","Error"
"5403",2018-01-02 18:40:00,"C","No clue"
"5404",2018-01-02 19:00:00,"C","Warn"
"5405",2018-01-02 19:20:00,"B","Debug"
"5406",2018-01-02 19:40:00,"B","Warn"
"5407",2018-01-02 20:00:00,"A","Check with author"
"5408",2018-01-02 20:20:00,"B","Warn"
"5409",2018-01-02 20:40:00,"A","Debug"
"5410",2018-01-02 21:00:00,"B","Check with author"
"5411",2018-01-02 21:20:00,"A","Check with author"
"5412",2018-01-02 21:40:00,"A","Debug"
"5413",2018-01-02 22:00:00,"A","No clue"
"5414",2018-01-02 22:20:00,"B","Debug"
"5415",2018-01-02 22:40:00,"B","Limit"
"5416",2018-01-02 23:00:00,"B","Check with author"
"5417",2018-01-02 23:20:00,"B","Warn"
"5418",2018-01-02 23:40:00,"A","Debug"
"5419",2018-01-03 00:00:00,"A","Debug"
"5420",2018-01-03 00:20:00,"C","Attach"
"5421",2018-01-03 00:40:00,"C","Limit"
"5422",2018-01-03 01:00:00,"C","Debug"
"5423",2018-01-03 01:20:00,"A","Check with author"
"5424",2018-01-03 01:40:00,"B","Error"
"5425",2018-01-03 02:00:00,"C","Warn"
"5426",2018-01-03 02:20:00,"C","Limit"
"5427",2018-01-03 02:40:00,"C","No clue"
"5428",2018-01-03 03:00:00,"A","Check with author"
"5429",2018-01-03 03:20:00,"C","Warn"
"5430",2018-01-03 03:40:00,"A","Attach"
"5431",2018-01-03 04:00:00,"A","Debug"
"5432",2018-01-03 04:20:00,"C","No clue"
"5433",2018-01-03 04:40:00,"B","Attach"
"5434",2018-01-03 05:00:00,"B","Error"
"5435",2018-01-03 05:20:00,"A","Check with author"
"5436",2018-01-03 05:40:00,"B","No clue"
"5437",2018-01-03 06:00:00,"A","Limit"
"5438",2018-01-03 06:20:00,"C","Check with author"
"5439",2018-01-03 06:40:00,"B","Limit"
"5440",2018-01-03 07:00:00,"C","Debug"
"5441",2018-01-03 07:20:00,"A","Limit"
"5442",2018-01-03 07:40:00,"A","Attach"
"5443",2018-01-03 08:00:00,"A","Debug"
"5444",2018-01-03 08:20:00,"A","No clue"
"5445",2018-01-03 08:40:00,"A","Limit"
"5446",2018-01-03 09:00:00,"A","Limit"
"5447",2018-01-03 09:20:00,"B","No clue"
"5448",2018-01-03 09:40:00,"B","Warn"
"5449",2018-01-03 10:00:00,"A","Attach"
"5450",2018-01-03 10:20:00,"A","Check with author"
"5451",2018-01-03 10:40:00,"C","Limit"
"5452",2018-01-03 11:00:00,"B","No clue"
"5453",2018-01-03 11:20:00,"C","Attach"
"5454",2018-01-03 11:40:00,"C","Debug"
"5455",2018-01-03 12:00:00,"C","Limit"
"5456",2018-01-03 12:20:00,"A","No clue"
"5457",2018-01-03 12:40:00,"C","Warn"
"5458",2018-01-03 13:00:00,"A","No clue"
"5459",2018-01-03 13:20:00,"C","Error"
"5460",2018-01-03 13:40:00,"A","Warn"
"5461",2018-01-03 14:00:00,"C","Check with author"
"5462",2018-01-03 14:20:00,"A","Check with author"
"5463",2018-01-03 14:40:00,"B","No clue"
"5464",2018-01-03 15:00:00,"B","Error"
"5465",2018-01-03 15:20:00,"C","Warn"
"5466",2018-01-03 15:40:00,"B","No clue"
"5467",2018-01-03 16:00:00,"C","Attach"
"5468",2018-01-03 16:20:00,"B","Error"
"5469",2018-01-03 16:40:00,"B","Limit"
"5470",2018-01-03 17:00:00,"C","Debug"
"5471",2018-01-03 17:20:00,"C","Check with author"
"5472",2018-01-03 17:40:00,"C","Error"
"5473",2018-01-03 18:00:00,"A","Warn"
"5474",2018-01-03 18:20:00,"C","Warn"
"5475",2018-01-03 18:40:00,"A","No clue"
"5476",2018-01-03 19:00:00,"A","Warn"
"5477",2018-01-03 19:20:00,"B","Error"
"5478",2018-01-03 19:40:00,"B","Check with author"
"5479",2018-01-03 20:00:00,"A","Check with author"
"5480",2018-01-03 20:20:00,"B","No clue"
"5481",2018-01-03 20:40:00,"B","Check with author"
"5482",2018-01-03 21:00:00,"B","Error"
"5483",2018-01-03 21:20:00,"C","Limit"
"5484",2018-01-03 21:40:00,"C","Limit"
"5485",2018-01-03 22:00:00,"B","Debug"
"5486",2018-01-03 22:20:00,"B","Check with author"
"5487",2018-01-03 22:40:00,"A","No clue"
"5488",2018-01-03 23:00:00,"B","Warn"
"5489",2018-01-03 23:20:00,"C","Debug"
"5490",2018-01-03 23:40:00,"A","Check with author"
"5491",2018-01-04 00:00:00,"C","Check with author"
"5492",2018-01-04 00:20:00,"B","Limit"
"5493",2018-01-04 00:40:00,"A","Debug"
"5494",2018-01-04 01:00:00,"A","Limit"
"5495",2018-01-04 01:20:00,"B","Limit"
"5496",2018-01-04 01:40:00,"C","Attach"
"5497",2018-01-04 02:00:00,"B","Error"
"5498",2018-01-04 02:20:00,"B","Attach"
"5499",2018-01-04 02:40:00,"C","Error"
"5500",2018-01-04 03:00:00,"B","Limit"
"5501",2018-01-04 03:20:00,"A","Debug"
"5502",2018-01-04 03:40:00,"C","Warn"
"5503",2018-01-04 04:00:00,"C","Check with author"
"5504",2018-01-04 04:20:00,"B","No clue"
"5505",2018-01-04 04:40:00,"C","Attach"
"5506",2018-01-04 05:00:00,"A","Debug"
"5507",2018-01-04 05:20:00,"A","Attach"
"5508",2018-01-04 05:40:00,"B","Debug"
"5509",2018-01-04 06:00:00,"C","Attach"
"5510",2018-01-04 06:20:00,"B","Limit"
"5511",2018-01-04 06:40:00,"C","Attach"
"5512",2018-01-04 07:00:00,"A","Warn"
"5513",2018-01-04 07:20:00,"B","Warn"
"5514",2018-01-04 07:40:00,"A","Check with author"
"5515",2018-01-04 08:00:00,"A","No clue"
"5516",2018-01-04 08:20:00,"C","No clue"
"5517",2018-01-04 08:40:00,"B","Check with author"
"5518",2018-01-04 09:00:00,"A","Error"
"5519",2018-01-04 09:20:00,"C","Attach"
"5520",2018-01-04 09:40:00,"A","Error"
"5521",2018-01-04 10:00:00,"A","Check with author"
"5522",2018-01-04 10:20:00,"C","Limit"
"5523",2018-01-04 10:40:00,"B","Check with author"
"5524",2018-01-04 11:00:00,"C","No clue"
"5525",2018-01-04 11:20:00,"A","Check with author"
"5526",2018-01-04 11:40:00,"A","Debug"
"5527",2018-01-04 12:00:00,"A","No clue"
"5528",2018-01-04 12:20:00,"C","Attach"
"5529",2018-01-04 12:40:00,"B","Warn"
"5530",2018-01-04 13:00:00,"B","Error"
"5531",2018-01-04 13:20:00,"C","Debug"
"5532",2018-01-04 13:40:00,"C","Attach"
"5533",2018-01-04 14:00:00,"C","Warn"
"5534",2018-01-04 14:20:00,"B","Check with author"
"5535",2018-01-04 14:40:00,"B","Attach"
"5536",2018-01-04 15:00:00,"A","Check with author"
"5537",2018-01-04 15:20:00,"C","Warn"
"5538",2018-01-04 15:40:00,"B","Check with author"
"5539",2018-01-04 16:00:00,"A","Attach"
"5540",2018-01-04 16:20:00,"B","Check with author"
"5541",2018-01-04 16:40:00,"B","Error"
"5542",2018-01-04 17:00:00,"B","Check with author"
"5543",2018-01-04 17:20:00,"A","Limit"
"5544",2018-01-04 17:40:00,"B","Error"
"5545",2018-01-04 18:00:00,"A","Warn"
"5546",2018-01-04 18:20:00,"C","Limit"
"5547",2018-01-04 18:40:00,"A","Warn"
"5548",2018-01-04 19:00:00,"A","Check with author"
"5549",2018-01-04 19:20:00,"C","Debug"
"5550",2018-01-04 19:40:00,"A","No clue"
"5551",2018-01-04 20:00:00,"A","Debug"
"5552",2018-01-04 20:20:00,"B","Debug"
"5553",2018-01-04 20:40:00,"A","Limit"
"5554",2018-01-04 21:00:00,"A","Limit"
"5555",2018-01-04 21:20:00,"B","Debug"
"5556",2018-01-04 21:40:00,"C","Debug"
"5557",2018-01-04 22:00:00,"C","Attach"
"5558",2018-01-04 22:20:00,"A","Check with author"
"5559",2018-01-04 22:40:00,"C","Warn"
"5560",2018-01-04 23:00:00,"A","Debug"
"5561",2018-01-04 23:20:00,"C","Debug"
"5562",2018-01-04 23:40:00,"A","Attach"
"5563",2018-01-05 00:00:00,"A","Error"
"5564",2018-01-05 00:20:00,"C","No clue"
"5565",2018-01-05 00:40:00,"A","No clue"
"5566",2018-01-05 01:00:00,"B","Limit"
"5567",2018-01-05 01:20:00,"A","Limit"
"5568",2018-01-05 01:40:00,"A","Error"
"5569",2018-01-05 02:00:00,"C","Check with author"
"5570",2018-01-05 02:20:00,"A","Check with author"
"5571",2018-01-05 02:40:00,"B","No clue"
"5572",2018-01-05 03:00:00,"B","Debug"
"5573",2018-01-05 03:20:00,"C","Debug"
"5574",2018-01-05 03:40:00,"B","Limit"
"5575",2018-01-05 04:00:00,"A","Error"
"5576",2018-01-05 04:20:00,"A","Error"
"5577",2018-01-05 04:40:00,"C","Limit"
"5578",2018-01-05 05:00:00,"B","Check with author"
"5579",2018-01-05 05:20:00,"A","Attach"
"5580",2018-01-05 05:40:00,"A","Debug"
"5581",2018-01-05 06:00:00,"C","No clue"
"5582",2018-01-05 06:20:00,"C","Error"
"5583",2018-01-05 06:40:00,"B","Error"
"5584",2018-01-05 07:00:00,"C","Attach"
"5585",2018-01-05 07:20:00,"A","Check with author"
"5586",2018-01-05 07:40:00,"A","Warn"
"5587",2018-01-05 08:00:00,"A","Attach"
"5588",2018-01-05 08:20:00,"B","Limit"
"5589",2018-01-05 08:40:00,"B","Debug"
"5590",2018-01-05 09:00:00,"B","Warn"
"5591",2018-01-05 09:20:00,"C","Check with author"
"5592",2018-01-05 09:40:00,"C","Error"
"5593",2018-01-05 10:00:00,"A","Attach"
"5594",2018-01-05 10:20:00,"C","Error"
"5595",2018-01-05 10:40:00,"C","Warn"
"5596",2018-01-05 11:00:00,"B","Check with author"
"5597",2018-01-05 11:20:00,"A","Warn"
"5598",2018-01-05 11:40:00,"A","No clue"
"5599",2018-01-05 12:00:00,"B","Limit"
"5600",2018-01-05 12:20:00,"B","No clue"
"5601",2018-01-05 12:40:00,"A","Attach"
"5602",2018-01-05 13:00:00,"B","Warn"
"5603",2018-01-05 13:20:00,"C","Warn"
"5604",2018-01-05 13:40:00,"B","Attach"
"5605",2018-01-05 14:00:00,"A","No clue"
"5606",2018-01-01 12:00:00,"B","Warn"
"5607",2018-01-01 12:20:00,"C","Check with author"
"5608",2018-01-01 12:40:00,"C","Error"
"5609",2018-01-01 13:00:00,"C","Warn"
"5610",2018-01-01 13:20:00,"A","Error"
"5611",2018-01-01 13:40:00,"A","Limit"
"5612",2018-01-01 14:00:00,"C","Error"
"5613",2018-01-01 14:20:00,"B","Error"
"5614",2018-01-01 14:40:00,"C","Check with author"
"5615",2018-01-01 15:00:00,"A","Debug"
"5616",2018-01-01 15:20:00,"A","Debug"
"5617",2018-01-01 15:40:00,"A","Debug"
"5618",2018-01-01 16:00:00,"C","Attach"
"5619",2018-01-01 16:20:00,"A","Debug"
"5620",2018-01-01 16:40:00,"C","Debug"
"5621",2018-01-01 17:00:00,"A","Attach"
"5622",2018-01-01 17:20:00,"B","Attach"
"5623",2018-01-01 17:40:00,"C","Attach"
"5624",2018-01-01 18:00:00,"C","Attach"
"5625",2018-01-01 18:20:00,"B","Warn"
"5626",2018-01-01 18:40:00,"C","Warn"
"5627",2018-01-01 19:00:00,"A","Check with author"
"5628",2018-01-01 19:20:00,"C","Debug"
"5629",2018-01-01 19:40:00,"C","No clue"
"5630",2018-01-01 20:00:00,"B","Error"
"5631",2018-01-01 20:20:00,"C","Attach"
"5632",2018-01-01 20:40:00,"A","Warn"
"5633",2018-01-01 21:00:00,"A","Check with author"
"5634",2018-01-01 21:20:00,"A","Limit"
"5635",2018-01-01 21:40:00,"A","Limit"
"5636",2018-01-01 22:00:00,"A","Error"
"5637",2018-01-01 22:20:00,"B","Warn"
"5638",2018-01-01 22:40:00,"C","Limit"
"5639",2018-01-01 23:00:00,"C","Debug"
"5640",2018-01-01 23:20:00,"C","Limit"
"5641",2018-01-01 23:40:00,"C","Warn"
"5642",2018-01-02 00:00:00,"C","Error"
"5643",2018-01-02 00:20:00,"B","Warn"
"5644",2018-01-02 00:40:00,"B","Check with author"
"5645",2018-01-02 01:00:00,"C","Error"
"5646",2018-01-02 01:20:00,"C","Limit"
"5647",2018-01-02 01:40:00,"A","Debug"
"5648",2018-01-02 02:00:00,"C","No clue"
"5649",2018-01-02 02:20:00,"B","Debug"
"5650",2018-01-02 02:40:00,"B","Debug"
"5651",2018-01-02 03:00:00,"B","Debug"
"5652",2018-01-02 03:20:00,"C","Attach"
"5653",2018-01-02 03:40:00,"C","Limit"
"5654",2018-01-02 04:00:00,"B","Check with author"
"5655",2018-01-02 04:20:00,"A","Warn"
"5656",2018-01-02 04:40:00,"B","Error"
"5657",2018-01-02 05:00:00,"B","Check with author"
"5658",2018-01-02 05:20:00,"A","Attach"
"5659",2018-01-02 05:40:00,"B","Warn"
"5660",2018-01-02 06:00:00,"C","Check with author"
"5661",2018-01-02 06:20:00,"C","Warn"
"5662",2018-01-02 06:40:00,"B","Limit"
"5663",2018-01-02 07:00:00,"C","Error"
"5664",2018-01-02 07:20:00,"B","Warn"
"5665",2018-01-02 07:40:00,"A","No clue"
"5666",2018-01-02 08:00:00,"B","Attach"
"5667",2018-01-02 08:20:00,"A","Check with author"
"5668",2018-01-02 08:40:00,"A","Warn"
"5669",2018-01-02 09:00:00,"A","Error"
"5670",2018-01-02 09:20:00,"B","Limit"
"5671",2018-01-02 09:40:00,"A","Error"
"5672",2018-01-02 10:00:00,"B","Check with author"
"5673",2018-01-02 10:20:00,"B","Warn"
"5674",2018-01-02 10:40:00,"C","Attach"
"5675",2018-01-02 11:00:00,"A","No clue"
"5676",2018-01-02 11:20:00,"B","Attach"
"5677",2018-01-02 11:40:00,"A","Attach"
"5678",2018-01-02 12:00:00,"A","Attach"
"5679",2018-01-02 12:20:00,"C","Attach"
"5680",2018-01-02 12:40:00,"C","Attach"
"5681",2018-01-02 13:00:00,"A","Limit"
"5682",2018-01-02 13:20:00,"B","Limit"
"5683",2018-01-02 13:40:00,"B","Debug"
"5684",2018-01-02 14:00:00,"C","Limit"
"5685",2018-01-02 14:20:00,"B","Debug"
"5686",2018-01-02 14:40:00,"B","Error"
"5687",2018-01-02 15:00:00,"C","Attach"
"5688",2018-01-02 15:20:00,"B","Check with author"
"5689",2018-01-02 15:40:00,"C","No clue"
"5690",2018-01-02 16:00:00,"C","No clue"
"5691",2018-01-02 16:20:00,"C","Attach"
"5692",2018-01-02 16:40:00,"C","Error"
"5693",2018-01-02 17:00:00,"A","Warn"
"5694",2018-01-02 17:20:00,"B","Check with author"
"5695",2018-01-02 17:40:00,"A","Error"
"5696",2018-01-02 18:00:00,"A","No clue"
"5697",2018-01-02 18:20:00,"C","Error"
"5698",2018-01-02 18:40:00,"B","Limit"
"5699",2018-01-02 19:00:00,"B","Check with author"
"5700",2018-01-02 19:20:00,"B","Warn"
"5701",2018-01-02 19:40:00,"C","Error"
"5702",2018-01-02 20:00:00,"A","Check with author"
"5703",2018-01-02 20:20:00,"C","Limit"
"5704",2018-01-02 20:40:00,"C","Warn"
"5705",2018-01-02 21:00:00,"B","Check with author"
"5706",2018-01-02 21:20:00,"C","Attach"
"5707",2018-01-02 21:40:00,"C","Attach"
"5708",2018-01-02 22:00:00,"B","Error"
"5709",2018-01-02 22:20:00,"B","No clue"
"5710",2018-01-02 22:40:00,"B","Limit"
"5711",2018-01-02 23:00:00,"C","Error"
"5712",2018-01-02 23:20:00,"A","Limit"
"5713",2018-01-02 23:40:00,"A","Error"
"5714",2018-01-03 00:00:00,"B","Warn"
"5715",2018-01-03 00:20:00,"B","Debug"
"5716",2018-01-03 00:40:00,"A","Check with author"
"5717",2018-01-03 01:00:00,"B","Warn"
"5718",2018-01-03 01:20:00,"B","Error"
"5719",2018-01-03 01:40:00,"C","Debug"
"5720",2018-01-03 02:00:00,"B","Error"
"5721",2018-01-03 02:20:00,"A","Debug"
"5722",2018-01-03 02:40:00,"B","Limit"
"5723",2018-01-03 03:00:00,"B","Error"
"5724",2018-01-03 03:20:00,"C","Debug"
"5725",2018-01-03 03:40:00,"C","Limit"
"5726",2018-01-03 04:00:00,"B","Check with author"
"5727",2018-01-03 04:20:00,"B","Error"
"5728",2018-01-03 04:40:00,"C","No clue"
"5729",2018-01-03 05:00:00,"B","Warn"
"5730",2018-01-03 05:20:00,"C","Limit"
"5731",2018-01-03 05:40:00,"C","Attach"
"5732",2018-01-03 06:00:00,"A","No clue"
"5733",2018-01-03 06:20:00,"B","No clue"
"5734",2018-01-03 06:40:00,"C","Warn"
"5735",2018-01-03 07:00:00,"A","Error"
"5736",2018-01-03 07:20:00,"C","Attach"
"5737",2018-01-03 07:40:00,"A","Attach"
"5738",2018-01-03 08:00:00,"B","Warn"
"5739",2018-01-03 08:20:00,"C","Attach"
"5740",2018-01-03 08:40:00,"B","Warn"
"5741",2018-01-03 09:00:00,"B","Warn"
"5742",2018-01-03 09:20:00,"B","Check with author"
